id,slug,council_name,type,county,district,region,website,data_source,ons_code
35460,boxworth-parish-council,Boxworth Parish Council,parish,,,Yorkshire and the Humber,,excel,
3970,boylestone-parish-council,Boylestone Parish Council,parish,Derbyshire,Derbyshire Dales,East Midlands,https://www.boylestoneparishcouncil.gov.uk,excel,
31323,boynton-parish-council,Boynton Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,,excel,
3829,boyton-parish-council,Boyton Parish Council,parish,Cornwall,Cornwall,South West,https://www.hugofox.com/community/boyton-parish-council-7844/home,excel,
5377,boyton-parish-council-1,Boyton Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.hugofox.com/community/boyton-parish-council-7844/home,excel,
4077,brabourne,Brabourne,parish,Kent,Ashford,South East,https://www.brabournepc.org.uk,excel,
5988,braceborough-wilsthorpe-parish-council,Braceborough & Wilsthorpe Parish Council,parish,Lincolnshire,South Kesteven,East Midlands,,excel,
35462,bracebridge-heath-parish-council,Bracebridge Heath Parish Council,parish,,,Yorkshire and the Humber,,excel,
4008,brackenfield-parish-council,Brackenfield Parish Council,parish,Derbyshire,North East Derbyshire,East Midlands,https://www.brackenfieldparishcouncil.org.uk,excel,
34132,brackley-town-council,Brackley Town Council,town,Northamptonshire,West Northamptonshire,East Midlands,https://www.brackleynorthants-tc.gov.uk,excel,
4195,bracon-ash-hethel-parish-council,Bracon Ash & Hethel Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.braconashandhethel-pc.gov.uk,excel,
36412,bradbury-and-the-isle-parish-council,Bradbury and the Isle Parish Council,parish,County Durham,County Durham,North East,,excel,
34133,bradden-parish-meeting,Bradden Parish Meeting,parish_meeting,Northamptonshire,West Northamptonshire,East Midlands,,excel,
36413,braddock-parish-council,Braddock Parish Council,parish,,,Yorkshire and the Humber,,excel,
4827,bradfield-combust-with-stanningfield-parish-council,Bradfield Combust with Stanningfield Parish Council,parish,Suffolk,West Suffolk,East of England,https://www.bradfieldcombustwithstanningfieldparish.gov.uk,excel,
6046,bradfield-st-clare-parish-council,Bradfield St Clare Parish Council,parish,Suffolk,West Suffolk,East of England,,excel,
6047,bradfield-st-george-parish-council,Bradfield St George Parish Council,parish,Suffolk,West Suffolk,East of England,,excel,
35469,bradford-parish-council,Bradford Parish Council,parish,,,South West,,excel,
4903,bradford-on-avon-town-council,Bradford on Avon Town Council,town,Wiltshire,Wiltshire,South West,http://www.bradfordonavontowncouncil.gov.uk,excel,
36414,bradford-on-avon-parish-council,Bradford-on-Avon Parish Council,parish,Wiltshire,,South West,,excel,
5574,bradley-parish-council,Bradley Parish Council,parish,Derbyshire,Derbyshire Dales,East Midlands,,excel,
5286,bradley-parish-council-1,Bradley Parish Council,parish,Staffordshire,Staffordshire,West Midlands,https://www.bradley-pc.gov.uk,excel,
6184,bradley-parish-meeting,Bradley Parish Meeting,parish_meeting,Hampshire,Basingstoke & Deane,South East,,excel,
33567,bradleys-both-parish-council,Bradleys Both Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.bradleysboth-pc.gov.uk,excel,
3993,bradnop-parish-council,Bradnop Parish Council,parish,Derbyshire,High Peak,East Midlands,https://www.bradnopparishcouncil.gov.uk,excel,
30266,bradwall-parish-council,Bradwall Parish Council,parish,Cheshire,Cheshire East,North West,https://www.bradwallparish.gov.uk,excel,
5575,bradwell-parish-council,Bradwell Parish Council,parish,Derbyshire,Derbyshire Dales,East Midlands,,excel,
31684,bradwell-on-sea-parish-council,Bradwell on Sea Parish Council,parish,Essex,Essex,East of England,,excel,
35473,bradwell-on-sea-parish-council-1,Bradwell-on-sea Parish Council,parish,,,South East,,excel,
35475,brafferton-parish-council,Brafferton Parish Council,parish,,,Yorkshire and the Humber,,excel,
4691,brafferton-and-helperby,Brafferton and Helperby,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.braffertonhelperby-pc.gov.uk,excel,
33568,brafferton-and-helperby-parish-council,Brafferton and Helperby Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.braffertonhelperby-pc.gov.uk,excel,
34134,brafield-on-the-green-parish-council,Brafield-on-the-Green Parish Council,parish,Northamptonshire,West Northamptonshire,East Midlands,,excel,
36782,brailes-winderton-parish-council,Brailes & Winderton Parish Council,parish,Warwickshire,Warwickshire,West Midlands,,excel,
6163,braiseworth-parish-meeting,Braiseworth Parish Meeting,parish_meeting,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
5638,braishfield-parish-council,Braishfield Parish Council,parish,Hampshire,Test Valley,South East,,excel,
35477,braithwell-parish-council,Braithwell Parish Council,parish,,,Yorkshire and the Humber,,excel,
6487,braithwell-with-micklebring-parish-council,Braithwell with Micklebring Parish Council,parish,South Yorkshire,Doncaster,Yorkshire and the Humber,,excel,
37021,bramber-parish-council,Bramber Parish Council,parish,West Sussex,Horsham,South East,,excel,
32277,bramfield-parish-council,Bramfield Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
36415,bramham-cum-oglethorpe-parish-council,Bramham cum Oglethorpe Parish Council,parish,Leeds,Leeds,Yorkshire and the Humber,,excel,
4644,bramley-parish-council,Bramley Parish Council,parish,Hampshire,Basingstoke & Deane,South East,https://www.bramley-pc.gov.uk,excel,
32220,brampton-abbots-and-foy-group-parish-council,Brampton Abbots and Foy Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
32099,brampton-abbotts-foy-group-parish-council,Brampton Abbotts & Foy Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
34040,brampton-ash-parish-council,Brampton Ash Parish Council,parish,Northamptonshire,North Northamptonshire,East Midlands,https://www.bramptonashparishcouncil.gov.uk,excel,
36416,brampton-bierlow-parish-council,Brampton Bierlow Parish Council,parish,Cumberland,,North West,,excel,
4162,brampton-parish-council-1,Brampton Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.bramptonoxnead-pc.gov.uk,excel,
5614,brampton-parish-council,Brampton Parish Council,parish,Cumbria,Cumberland,North West,https://www.brampton-pc.gov.uk,excel,
32012,bramshaw-parish-council,Bramshaw Parish Council,parish,Hampshire,New Forest,South East,https://www.bramshaw-pc.gov.uk,excel,
4062,bramshott-and-liphook-parish-council,Bramshott and Liphook Parish Council,parish,Hampshire,East Hampshire,South East,https://www.bramshottandliphook-pc.gov.uk,excel,
6611,brandiston-parish-meeting,Brandiston Parish Meeting,parish_meeting,Norfolk,South Norfolk & Broadland,East of England,,excel,
36783,brandon-bretford-parish-council,Brandon & Bretford Parish Council,parish,Warwickshire,Warwickshire,West Midlands,,excel,
5509,brandon-town-council,Brandon Town Council,town,Suffolk,West Suffolk,East of England,,excel,
6628,bransdale-parish-meeting,Bransdale (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
32013,bransgore-parish-council,Bransgore Parish Council,parish,Hampshire,New Forest,South East,https://www.bransgore-parish.gov.uk,excel,
3627,branston-town-council,Branston Town Council,town,Staffordshire,Staffordshire,West Midlands,http://www.branstonparishcouncil.gov.uk/,excel,
4491,brantham-parish-council,Brantham Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,https://www.branthamparishcouncil.gov.uk,excel,
31325,brantingham-parish-council,Brantingham Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,,excel,
34282,branxton-parish-council,Branxton Parish Council,parish,Northumberland,Northumberland,North East,,excel,
32411,brasted-parish-council,Brasted Parish Council,parish,Kent,Sevenoaks,South East,https://www.brastedparishcouncil.gov.uk,excel,
4591,bratton-clovelly-parish-council,Bratton Clovelly Parish Council,parish,Devon,South Hams & West Devon,South West,https://www.brattonclovelly-pc.gov.uk,excel,
6839,bratton-fleming-parish-council,Bratton Fleming Parish Council,parish,Devon,North Devon,South West,,excel,
5378,bratton-parish-council,Bratton Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.brattonparishcouncil.gov.uk,excel,
6755,bratton-seymour-parish-meeting,Bratton Seymour Parish Meeting,parish_meeting,Somerset,Somerset,South West,,excel,
32278,braughing-parish-council,Braughing Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
35490,braunstone-parish-council,Braunstone Parish Council,parish,Leicester,,East Midlands,,excel,
6840,braunton-parish-council,Braunton Parish Council,parish,Devon,North Devon,South West,,excel,
30048,bray-parish-council,Bray Parish Council,parish,Berkshire,Royal Borough of Windsor & Maidenhead,South East,https://www.brayparishcouncil.gov.uk,excel,
6778,braydon-parish-meeting,Braydon Parish Meeting,parish_meeting,Wiltshire,Wiltshire,South West,,excel,
6841,brayford-parish-council,Brayford Parish Council,parish,Devon,North Devon,South West,,excel,
5753,brayton,Brayton,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33570,brayton-parish-council,Brayton Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
35491,breadsall-parish-council,Breadsall Parish Council,parish,Derbyshire,,East Midlands,,excel,
3830,breage-parish-council,Breage Parish Council,parish,Cornwall,Cornwall,South West,http://breagepc.org.uk/,excel,
32014,breamore-parish-council,Breamore Parish Council,parish,Hampshire,New Forest,South East,https://www.breamore.gov.uk,excel,
4399,brean-parish-council,Brean Parish Council,parish,Somerset,Somerset,South West,https://www.breanparishcouncil.org,excel,
6629,brearton-parish-meeting,Brearton (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
35492,breaston-parish-council,Breaston Parish Council,parish,Derbyshire,,East Midlands,,excel,
4026,brede-parish-council,Brede Parish Council,parish,East Sussex,East Sussex,South East,https://www.brede-pc.gov.uk,excel,
35493,bredenbury-parish-council,Bredenbury Parish Council,parish,,,West Midlands,,excel,
32221,bredenbury-and-district-group-parish-council,Bredenbury and District Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
35495,bredgar-parish-council,Bredgar Parish Council,parish,Swale,Swale,South East,,excel,
36418,bredicot-parish-council,Bredicot Parish Council,parish,Wychavon,Wychavon,West Midlands,,excel,
36420,bredons-norton-parish-council,Bredon's Norton Parish Council,parish,Wychavon,Wychavon,West Midlands,,excel,
35496,bredwardine-parish-council,Bredwardine Parish Council,parish,"""Herefordshire","""Herefordshire",West Midlands,,excel,
32814,breedon-on-the-hill-parish-council,Breedon on the Hill Parish Council,parish,Leicestershire,North West Leicestershire,East Midlands,https://www.breedonparishcouncil.gov.uk,excel,
32101,breinton-parish-council,Breinton Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
6523,bremhill-parish-council,Bremhill Parish Council,parish,Wiltshire,Wiltshire,South West,,excel,
32442,brenchley-and-matfield-parish-council,Brenchley and Matfield Parish Council,parish,Kent,Tunbridge Wells,South East,https://www.brenchleyandmatfield-pc.gov.uk,excel,
6842,brendon-and-countisbury-parish-council,Brendon and Countisbury Parish Council,parish,Devon,North Devon,South West,,excel,
5886,brent-eleigh-parish-council,Brent Eleigh Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
3645,brent-knoll-parish-council,Brent Knoll Parish Council,parish,Somerset,Somerset,South West,https://www.brentknollvillage.co.uk,excel,
32541,brenzett-parish-council,Brenzett Parish Council,parish,Kent,Folkestone & Hythe,South East,,excel,
30267,brereton-parish-council,Brereton Parish Council,parish,Cheshire,Cheshire East,North West,https://www.breretonparishcouncil.gov.uk,excel,
5036,brereton-and-ravenhill-parish-council,Brereton and Ravenhill Parish Council,parish,Staffordshire,Staffordshire,West Midlands,https://breretonandravenhill.org.uk/,excel,
35497,bressingham-parish-council,Bressingham Parish Council,parish,,,East of England,,excel,
36421,bretforton-parish-council,Bretforton Parish Council,parish,Wychavon,Wychavon,West Midlands,,excel,
35498,bretherton-parish-council,Bretherton Parish Council,parish,Chorley,Chorley,North West,,excel,
5927,bretton-parish-council,Bretton Parish Council,parish,Cambridgeshire,Peterborough,East of England,,excel,
4400,brewham-parish-council,Brewham Parish Council,parish,Somerset,Somerset,South West,https://www.brewham.co.uk,excel,
35499,brewood-and-coven-parish-council,Brewood and Coven Parish Council,parish,,,South East,,excel,
4466,brewood-with-coven-parish-council,Brewood with Coven Parish Council,parish,Staffordshire,Staffordshire,West Midlands,https://www.brewoodandcoven-pc.gov.uk/,excel,
32279,brickendon-liberty-parish-council,Brickendon Liberty Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
36422,brickhill-parish-council,Brickhill Parish Council,parish,,,South East,,excel,
36423,bricklehampton-parish-council,Bricklehampton Parish Council,parish,Wychavon,Wychavon,West Midlands,,excel,
5123,bridford,Bridford,parish,Devon,Teignbridge,South West,https://www.bridfordparishcouncil.gov.uk,excel,
30985,bridford-parish-council,Bridford Parish Council,parish,Devon,Teignbridge,South West,https://www.bridfordparishcouncil.gov.uk,excel,
32506,bridge-parish-council,Bridge Parish Council,parish,Kent,Canterbury,South East,,excel,
35502,bridgemere-parish-council,Bridgemere Parish Council,parish,,,South East,,excel,
5680,bridgham-parish-council,Bridgham Parish Council,parish,Norfolk,Breckland,East of England,,excel,
3615,bridgnorth-town-council,Bridgnorth Town Council,town,Shropshire,Shropshire,West Midlands,https://www.bridgnorthtowncouncil.gov.uk,excel,
6963,bridgtown-parish-council,Bridgtown Parish Council,parish,Staffordshire,Staffordshire,West Midlands,,excel,
3509,bridgwater-town-council,Bridgwater Town Council,town,Somerset,Somerset,South West,https://www.bridgwater-tc.gov.uk,excel,
4401,bridgwater-without-parish-council,Bridgwater Without Parish Council,parish,Somerset,Somerset,South West,https://www.bridgwaterwithout-pc.gov.uk,excel,
31326,bridlington-parish-council,Bridlington Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,,excel,
31134,bridport-town-council,Bridport Town Council,town,Dorset,Dorset,South West,,excel,
32102,bridstow-parish-council,Bridstow Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
35504,briercliffe-parish-council,Briercliffe Parish Council,parish,Burnley,Burnley,North West,,excel,
35505,brierfield-parish-council,Brierfield Parish Council,parish,Pendle,Pendle,North West,,excel,
4941,brightling-parish-council,Brightling Parish Council,parish,East Sussex,East Sussex,South East,https://www.brightling-pc.gov.uk,excel,
31685,brightlingsea-parish-council,Brightlingsea Parish Council,parish,Essex,Essex,East of England,,excel,
36953,brightwalton-parish-council,Brightwalton Parish Council,parish,West Berkshire,West Berkshire,South East,https://www.brightwalton-pc.gov.uk,excel,
34566,brightwell-cum-sotwell-parish-council,Brightwell-cum-Sotwell Parish Council,parish,Oxfordshire,South Oxfordshire,South East,https://www.brightwellcumsotwell-pc.gov.uk,excel,
36424,brignall-parish-council,Brignall Parish Council,parish,,,North East,,excel,
34042,brigstock-parish-council,Brigstock Parish Council,parish,Northamptonshire,North Northamptonshire,East Midlands,https://www.brigstockparishcouncil.gov.uk,excel,
5516,brill-parish-council,Brill Parish Council,parish,Buckinghamshire,Buckinghamshire,South East,,excel,
32104,brimfield-little-hereford-group-parish-council,Brimfield & Little Hereford Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
31869,brimscombe-and-thrupp-parish-council,Brimscombe and Thrupp Parish Council,parish,Gloucestershire,Stroud,South West,https://www.brimscombeandthrupp-pc.gov.uk,excel,
35510,brindle-parish-council,Brindle Parish Council,parish,,,West Midlands,,excel,
30268,brindley-faddiley-parish-council,Brindley & Faddiley Parish Council,parish,Cheshire,Cheshire East,North West,,excel,
35512,bringhurst-parish-council,Bringhurst Parish Council,parish,Harborough,Harborough,East Midlands,,excel,
35514,brington-parish-council,Brington Parish Council,parish,,,East Midlands,,excel,
36425,brinkburn-parish-council,Brinkburn Parish Council,parish,,,North East,,excel,
34283,brinkburn-and-hesleyhurst-parish-council,Brinkburn and Hesleyhurst Parish Council,parish,Northumberland,Northumberland,North East,https://www.brinkburn-pc.gov.uk,excel,
36784,brinklow-parish-council,Brinklow Parish Council,parish,Warwickshire,Warwickshire,West Midlands,,excel,
5379,brinkworth-parish-council,Brinkworth Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.brinkworthparishcouncil.gov.uk,excel,
4713,brinsley-parish-council,Brinsley Parish Council,parish,Nottinghamshire,Broxtowe,East Midlands,https://www.brinsley-pc.gov.uk,excel,
33226,brinton-and-sharrington-parish-council,Brinton and Sharrington Parish Council,parish,Norfolk,North Norfolk,East of England,https://www.brintonandsharrington-pc.gov.uk,excel,
4122,brisley-parish-council,Brisley Parish Council,parish,Norfolk,Breckland,East of England,https://www.brisleyparishcouncil.gov.uk,excel,
34855,brislington-parish-council,Brislington Parish Council,parish,Somerset,Somerset,South West,,excel,
5380,britford-parish-council,Britford Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.britfordparishcouncil.gov.uk,excel,
34567,britwell-salome-parish-meeting,Britwell Salome Parish Meeting,parish_meeting,Oxfordshire,South Oxfordshire,South East,,excel,
36426,brixton-deverill-parish-council,Brixton Deverill Parish Council,parish,,,South West,,excel,
5081,brixton-parish-council,Brixton Parish Council,parish,Devon,South Hams & West Devon,South West,https://www.brixtonparishcouncil.gov.uk,excel,
34137,brixworth-parish-council,Brixworth Parish Council,parish,Northamptonshire,West Northamptonshire,East Midlands,https://www.brixworthparishcouncil.gov.uk,excel,
36427,broad-clyst-parish-council,Broad Clyst Parish Council,parish,East Devon,East Devon,South West,,excel,
5381,broad-hinton-and-winterbourne-basset-parish-council,Broad Hinton and Winterbourne Basset Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.bhwbparishcouncil.org.uk,excel,
37022,broadbridge-heath-parish-council,Broadbridge Heath Parish Council,parish,West Sussex,Horsham,South East,https://www.bbh-pc.gov.uk,excel,
5124,broadhempston,Broadhempston,parish,Devon,Teignbridge,South West,https://www.broadhempston-pc.gov.uk,excel,
6068,broadoak-parish-meeting,Broadoak Parish Meeting,parish_meeting,Cornwall,Cornwall,South West,,excel,
36429,broadwas-parish-council,Broadwas Parish Council,parish,,,West Midlands,,excel,
3646,broadway-parish-council,Broadway Parish Council,parish,Somerset,Somerset,South West,https://www.broadwaysomerset-pc.gov.uk/,excel,
4196,brockdish-parish-council,Brockdish Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.brockdishandthorpeabbotts.norfolkparishes.gov.uk,excel,
32015,brockenhurst-parish-council,Brockenhurst Parish Council,parish,Hampshire,New Forest,South East,https://www.brockenhurst.gov.uk,excel,
34138,brockhall-parish-meeting,Brockhall Parish Meeting,parish_meeting,Northamptonshire,West Northamptonshire,East Midlands,,excel,
36430,brockham-parish-council,Brockham Parish Council,parish,,,West Midlands,,excel,
32106,brockhampton-with-much-fawley-parish-council,Brockhampton with Much Fawley Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
35525,brocklesby-parish-council,Brocklesby Parish Council,parish,West Lindsey,West Lindsey,East Midlands,,excel,
31922,brockworth-parish-council,Brockworth Parish Council,parish,Gloucestershire,Tewkesbury,South West,https://www.brockworth-pc.gov.uk,excel,
6947,brodsworth-parish-council,Brodsworth Parish Council,parish,South Yorkshire,Doncaster,Yorkshire and the Humber,,excel,
36431,brogborough-parish-council,Brogborough Parish Council,parish,Central Bedfordshire,Central Bedfordshire,East of England,,excel,
5382,brokenborough-parish-council,Brokenborough Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.brokenboroughparishcouncil.org.uk,excel,
4517,brome-and-oakley-parish-council,Brome and Oakley Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,https://www.bromeandoakleyparishcouncil.gov.uk,excel,
35526,bromesberrow-parish-council,Bromesberrow Parish Council,parish,,,South East,,excel,
35527,bromeswell-parish-council,Bromeswell Parish Council,parish,East Suffolk,East Suffolk,East of England,,excel,
5854,bromfield-parish-council,Bromfield Parish Council,parish,Cumbria,Cumberland,North West,,excel,
5215,brompton,Brompton,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.bromptontowncouncil.gov.uk,excel,
33571,brompton-parish-council,Brompton Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.bromptontowncouncil.gov.uk,excel,
4740,brompton-ralph-parish-council,Brompton Ralph Parish Council,parish,Somerset,Somerset,South West,https://www.hugofox.com/community/brompton-ralph-parish-council-7883/home,excel,
4402,brompton-regis-parish-council,Brompton Regis Parish Council,parish,Somerset,Somerset,South West,https://www.bromptonregis.com,excel,
5754,brompton-by-sawdon,Brompton by Sawdon,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33572,brompton-by-sawdon-parish-council,Brompton by Sawdon Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
31830,bromsberrow-parish-council,Bromsberrow Parish Council,parish,Gloucestershire,Forest of Dean,South West,,excel,
5641,brook,Brook,parish,Kent,Ashford,South East,,excel,
4197,brooke-parish-council,Brooke Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.brookeparishcouncil.gov.uk,excel,
35528,brookenby-parish-council,Brookenby Parish Council,parish,,,East Midlands,,excel,
32542,brookland-parish-council,Brookland Parish Council,parish,Kent,Folkestone & Hythe,South East,,excel,
31870,brookthorpe-with-whaddon-parish-council,Brookthorpe-with-Whaddon Parish Council,parish,Gloucestershire,Stroud,South West,https://www.brookthorpewithwhaddon-pc.gov.uk,excel,
5019,broomfield-parish-council,Broomfield Parish Council,parish,Essex,Essex,East of England,https://www.broomfieldparish.com,excel,
32382,broomfield-and-kingswood-parish-council,Broomfield and Kingswood Parish Council,parish,Kent,Maidstone,South East,,excel,
35529,broomhall-parish-council,Broomhall Parish Council,parish,,,South East,,excel,
34284,broomhaugh-and-riding-parish-council,Broomhaugh and Riding Parish Council,parish,Northumberland,Northumberland,North East,https://www.ridingmillparish.gov.uk,excel,
3616,broseley-town-council,Broseley Town Council,town,Shropshire,Shropshire,West Midlands,https://www.broseley-tc.gov.uk,excel,
4972,brotherton,Brotherton,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.brothertonparishcouncil.gov.uk,excel,
30813,brough-sowerby-parish-meeting,Brough Sowerby Parish Meeting,parish_meeting,Cumbria,Westmorland & Furness,North West,,excel,
6997,brough-with-shatton-parish-meeting,Brough with Shatton (Parish Meeting),parish_meeting,Derbyshire,High Peak,East Midlands,,excel,
33575,brough-with-st-giles-parish-council,Brough with St Giles Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.broughwithstgiles-pc.gov.uk,excel,
35530,brough-with-st-giles-parish-council-1,Brough with St. Giles Parish Council,parish,Westmorland And Furness,,North West,,excel,
35532,broughton-astley-parish-council,Broughton Astley Parish Council,parish,Leicestershire,,East Midlands,,excel,
30815,broughton-east-parish-council,Broughton East Parish Council,parish,Cumbria,Westmorland & Furness,North West,,excel,
5383,broughton-gifford-parish-council,Broughton Gifford Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.bgpc.org.uk,excel,
4064,broughton-parish-council,Broughton Parish Council,parish,Oxfordshire,Cherwell,South East,https://www.broughton-oxon-pc.gov.uk,excel,
6028,broughton-and-harmer-hill-parish-council,Broughton and Harmer Hill Parish Council,parish,Shropshire,Shropshire,West Midlands,,excel,
35531,broughton-and-old-dalby-parish-council,Broughton and Old Dalby Parish Council,parish,Buckinghamshire,,South East,,excel,
6630,broughton-nr-skipton-parish-meeting,Broughton nr Skipton (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
4583,brown-edge-parish-council,Brown Edge Parish Council,parish,Derbyshire,High Peak,East Midlands,http://www.brownedgeparishcouncil.org.uk/,excel,
5289,brown-edge-parish-council-1,Brown Edge Parish Council,parish,Staffordshire,Staffordshire,West Midlands,http://www.brownedgeparishcouncil.org.uk/,excel,
36433,broxton-parish-council,Broxton Parish Council,parish,,,North West,,excel,
30395,broxton-and-district-parish-council,Broxton and District Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
34698,bruern-parish-meeting,Bruern Parish Meeting,parish_meeting,Oxfordshire,West Oxfordshire,South East,,excel,
35537,bruisyard-parish-council,Bruisyard Parish Council,parish,East Suffolk,East Suffolk,East of England,,excel,
33228,brumstead-parish-council,Brumstead Parish Council,parish,Norfolk,North Norfolk,East of England,,excel,
4163,brundall-parish-council,Brundall Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.brundall-pc.gov.uk,excel,
6293,brundish-parish-council,Brundish Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
6992,brushfield-parish-meeting,Brushfield (Parish Meeting),parish_meeting,Derbyshire,Derbyshire Dales,East Midlands,,excel,
5020,brushford-parish-council,Brushford Parish Council,parish,Somerset,Somerset,South West,https://www.brushfordparishcouncil.org.uk,excel,
3510,bruton-town-council,Bruton Town Council,town,Somerset,Somerset,South West,https://www.brutontowncouncil.gov.uk,excel,
36434,bryher-parish-council,Bryher Parish Council,parish,Isles of Scilly,Isles of Scilly,South West,,excel,
4403,brympton-parish-council,Brympton Parish Council,parish,Somerset,Somerset,South West,https://www.brymptonparishcouncil.co.uk,excel,
6246,buckden,Buckden,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
30092,buckden-parish-council,Buckden Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,https://www.buckden-parish.org.uk,excel,
31633,buckhurst-hill-parish-council,Buckhurst Hill Parish Council,parish,Essex,Epping Forest,East of England,https://www.buckhursthillpc.gov.uk,excel,
3757,buckingham-park-parish-council,Buckingham Park Parish Council,parish,Buckinghamshire,Buckinghamshire,South East,https://www.buckinghampark-pc.gov.uk,excel,
3539,buckingham-town-council,Buckingham Town Council,town,Buckinghamshire,Buckinghamshire,South East,https://www.buckingham-tc.gov.uk,excel,
4741,buckland-dinham-parish-council,Buckland Dinham Parish Council,parish,Somerset,Somerset,South West,https://bucklanddinham.org/,excel,
3758,buckland-parish-council,Buckland Parish Council,parish,Buckinghamshire,Buckinghamshire,South East,https://www.buckland-pc.gov.uk,excel,
3734,buckland-st-mary-parish-council,Buckland St Mary Parish Council,parish,Somerset,Somerset,South West,https://www.bucklandstmarypc.gov.uk,excel,
6718,buckland-in-the-moor-parish-meeting,Buckland-in-the-Moor (Parish Meeting),parish_meeting,Devon,Teignbridge,South West,,excel,
35542,bucklesham-parish-council,Bucklesham Parish Council,parish,East Suffolk,East Suffolk,East of England,,excel,
35543,buckminster-parish-council,Buckminster Parish Council,parish,Melton,Melton,East Midlands,,excel,
35544,bucknall-parish-council,Bucknall Parish Council,parish,East Lindsey,East Lindsey,East Midlands,,excel,
34485,bucknell-parish-council,Bucknell Parish Council,parish,Oxfordshire,Cherwell,South East,,excel,
3545,bude-stratton-town-council,Bude Stratton Town Council,town,Cornwall,Cornwall,South West,https://www.bude-stratton.gov.uk,excel,
36435,bude-stratton-parish-council,Bude-Stratton Parish Council,parish,,,Yorkshire and the Humber,,excel,
3831,budock-parish-council,Budock Parish Council,parish,Cornwall,Cornwall,South West,http://budockparish.net/,excel,
30269,buerton-parish-council,Buerton Parish Council,parish,Cheshire,Cheshire East,North West,https://www.buertonparishcouncil.gov.uk,excel,
34139,bugbrooke-parish-council,Bugbrooke Parish Council,parish,Northamptonshire,West Northamptonshire,East Midlands,,excel,
31449,bugthorpe-and-kirby-underdale-parish-council,Bugthorpe And Kirby Underdale Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,,excel,
5384,bulford-parish-council,Bulford Parish Council,parish,Wiltshire,Wiltshire,South West,http://www.bulfordparishcouncil.co.uk,excel,
30270,bulkeley-ridley-parish-council,Bulkeley & Ridley Parish Council,parish,Cheshire,Cheshire East,North West,,excel,
